,mBERT,Chinese-BERT,MacBERT,XLM-R-base,XLM-R-large,ERNIE-3.0,UER-tiny,UER-small
僠,False,False,False,False,False,True,False,False
僡,False,False,False,False,False,True,False,False
僢,False,False,False,False,False,True,False,False
僣,False,False,False,False,False,True,False,False
僤,False,False,False,False,False,True,False,False
僥,False,True,True,False,False,True,True,True
僦,False,False,False,False,False,True,False,False
僧,True,True,True,False,False,True,True,True
僨,False,False,False,False,False,True,False,False
僩,False,False,False,False,False,True,False,False
僪,False,False,False,False,False,True,False,False
僫,False,False,False,False,False,True,False,False
僬,False,False,False,False,False,True,False,False
僭,True,True,True,False,False,True,True,True
僮,True,True,True,False,False,True,True,True
僯,False,False,False,False,False,True,False,False
僰,False,False,False,False,False,True,False,False
僱,True,True,True,False,False,True,True,True
僲,False,False,False,False,False,True,False,False
僳,True,False,False,False,False,True,False,False
僴,False,False,False,False,False,True,False,False
僵,True,True,True,False,False,True,True,True
僶,False,False,False,False,False,True,False,False
僷,False,False,False,False,False,True,False,False
僸,False,False,False,False,False,True,False,False
價,True,True,True,False,False,True,True,True
僺,False,False,False,False,False,True,False,False
僻,True,True,True,False,False,True,True,True
僼,False,False,False,False,False,True,False,False
僽,False,False,False,False,False,True,False,False
僾,False,False,False,False,False,True,False,False
僿,False,False,False,False,False,True,False,False
儀,True,True,True,False,False,True,True,True
儁,True,False,False,False,False,True,False,False
儂,True,True,True,False,False,True,True,True
儃,False,False,False,False,False,True,False,False
億,True,True,True,False,False,True,True,True
儅,False,False,False,False,False,True,False,False
儆,False,True,True,False,False,True,True,True
儇,False,False,False,False,False,True,False,False
儈,False,False,False,False,False,True,False,False
儉,True,True,True,False,False,True,True,True
儊,False,False,False,False,False,True,False,False
儋,True,True,True,False,False,True,True,True
儌,False,False,False,False,False,True,False,False
儍,False,False,False,False,False,True,False,False
儎,False,False,False,False,False,True,False,False
儏,False,False,False,False,False,True,False,False
儐,False,False,False,False,False,True,False,False
儑,False,False,False,False,False,True,False,False
儒,True,True,True,False,False,True,True,True
儓,False,False,False,False,False,True,False,False
儔,False,False,False,False,False,True,False,False
儕,False,True,True,False,False,True,True,True
儖,False,False,False,False,False,True,False,False
儗,False,False,False,False,False,True,False,False
儘,True,True,True,False,False,True,True,True
儙,False,False,False,False,False,True,False,False
儚,True,False,False,False,False,True,False,False
儛,False,False,False,False,False,True,False,False
儜,False,False,False,False,False,True,False,False
儝,False,False,False,False,False,True,False,False
儞,False,False,False,False,False,True,False,False
償,True,True,True,False,False,True,True,True
儠,False,False,False,False,False,True,False,False
儡,True,True,True,False,False,True,True,True
儢,False,False,False,False,False,True,False,False
儣,False,False,False,False,False,True,False,False
儤,False,False,False,False,False,True,False,False
儥,False,False,False,False,False,True,False,False
儦,False,False,False,False,False,True,False,False
儧,False,False,False,False,False,True,False,False
儨,False,False,False,False,False,True,False,False
儩,False,False,False,False,False,True,False,False
優,True,True,True,False,False,True,True,True
儫,False,False,False,False,False,True,False,False
儬,False,False,False,False,False,True,False,False
儭,False,False,False,False,False,True,False,False
儮,False,False,False,False,False,True,False,False
儯,False,False,False,False,False,True,False,False
儰,False,False,False,False,False,True,False,False
儱,False,False,False,False,False,True,False,False
儲,True,True,True,False,False,True,True,True
儳,False,False,False,False,False,True,False,False
儴,False,False,False,False,False,True,False,False
儵,False,False,False,False,False,True,False,False
儶,False,False,False,False,False,True,False,False
儷,True,True,True,False,False,True,True,True
儸,False,False,False,False,False,True,False,False
儹,False,False,False,False,False,True,False,False
儺,False,False,False,False,False,True,False,False
儻,False,False,False,False,False,True,False,False
儼,True,True,True,False,False,True,True,True
儽,False,False,False,False,False,True,False,False
儾,False,False,False,False,False,True,False,False
儿,True,True,True,False,False,True,True,True
兀,True,True,True,False,False,True,True,True
允,True,True,True,False,False,True,True,True
兂,False,False,False,False,False,True,False,False
元,True,True,True,False,False,True,True,True
兄,True,True,True,False,False,True,True,True
充,True,True,True,False,False,True,True,True
兆,True,True,True,False,False,True,True,True
兇,True,True,True,False,False,True,True,True
先,True,True,True,False,False,True,True,True
光,True,True,True,False,False,True,True,True
兊,False,False,False,False,False,True,False,False
克,True,True,True,False,False,True,True,True
兌,True,True,True,False,False,True,True,True
免,True,True,True,False,False,True,True,True
兎,True,False,False,False,False,True,False,False
兏,False,False,False,False,False,True,False,False
児,True,True,True,False,False,True,True,True
兑,True,True,True,False,False,True,True,True
兒,True,True,True,False,False,True,True,True
兓,False,False,False,False,False,True,False,False
兔,True,True,True,False,False,True,True,True
兕,False,False,False,False,False,True,False,False
兖,True,True,True,False,False,True,True,True
兗,True,False,False,False,False,True,False,False
兘,False,False,False,False,False,True,False,False
兙,False,False,False,False,False,True,False,False
党,True,True,True,False,False,True,True,True
兛,False,False,False,False,False,True,False,False
兜,True,True,True,False,False,True,True,True
兝,False,False,False,False,False,True,False,False
兞,False,False,False,False,False,True,False,False
兟,False,False,False,False,False,True,False,False
兠,False,False,False,False,False,True,False,False
兡,False,False,False,False,False,True,False,False
兢,True,True,True,False,False,True,True,True
兣,False,False,False,False,False,True,False,False
兤,False,False,False,False,False,True,False,False
入,True,True,True,False,False,True,True,True
兦,False,False,False,False,False,True,False,False
內,True,True,True,False,False,True,True,True
全,True,True,True,False,False,True,True,True
兩,True,True,True,False,False,True,True,True
兪,True,False,False,False,False,True,False,False
八,True,True,True,False,False,True,True,True
公,True,True,True,False,False,True,True,True
六,True,True,True,False,False,True,True,True
兮,True,True,True,False,False,True,True,True
兯,False,False,False,False,False,True,False,False
兰,True,True,True,False,False,True,True,True
共,True,True,True,False,False,True,True,True
兲,False,True,True,False,False,True,True,True
关,True,True,True,False,False,True,True,True
兴,True,True,True,False,False,True,True,True
兵,True,True,True,False,False,True,True,True
其,True,True,True,False,False,True,True,True
具,True,True,True,False,False,True,True,True
典,True,True,True,False,False,True,True,True
兹,True,True,True,False,False,True,True,True
兺,False,False,False,False,False,True,False,False
养,True,True,True,False,False,True,True,True
兼,True,True,True,False,False,True,True,True
兽,True,True,True,False,False,True,True,True
兾,False,False,False,False,False,True,False,False
兿,False,False,False,False,False,True,False,False
冀,True,True,True,False,False,True,True,True
冁,False,False,False,False,False,True,False,False
冂,False,False,False,False,False,True,False,False
冃,False,False,False,False,False,True,False,False
冄,False,False,False,False,False,True,False,False
内,True,True,True,False,False,True,True,True
円,True,True,True,False,False,True,True,True
冇,True,True,True,False,False,True,True,True
冈,True,True,True,False,False,True,True,True
冉,True,True,True,False,False,True,True,True
冊,True,True,True,False,False,True,True,True
冋,False,False,False,False,False,True,False,False
册,True,True,True,False,False,True,True,True
再,True,True,True,False,False,True,True,True
冎,False,False,False,False,False,True,False,False
冏,True,True,True,False,False,True,True,True
冐,False,False,False,False,False,True,False,False
冑,True,False,False,False,False,True,False,False
冒,True,True,True,False,False,True,True,True
冓,False,False,False,False,False,True,False,False
冔,False,False,False,False,False,True,False,False
冕,True,True,True,False,False,True,True,True
冖,False,False,False,False,False,True,False,False
冗,True,True,True,False,False,True,True,True
冘,False,False,False,False,False,True,False,False
写,True,True,True,False,False,True,True,True
冚,False,False,False,False,False,True,False,False
